"","color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1209","red",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"3728","white",5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6
"3473","white",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
"378","red",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
"5535","white",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
"3852","white",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5
"2083","white",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
"3295","white",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
"5077","white",7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
"4814","white",5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
"6447","white",4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,7
"3052","white",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
"1462","red",6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
"5466","white",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6
"2651","white",6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,6
"5266","white",6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7
"5135","white",6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
"5866","white",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
"5267","white",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
"2584","white",6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
"1544","red",11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6
"4457","white",6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8
"3884","white",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
"4981","white",6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
"5016","white",7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
"5821","white",6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6
"3606","white",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"4475","white",6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,6
"2998","white",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"1471","red",10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5
"3263","white",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
"4768","white",6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6
"4943","white",6.9,0.36,0.28,13.55,0.048,51,189,0.99782,3,0.6,9.5,7
"5172","white",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
"5482","white",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
"4253","white",6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5
"3088","white",6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6
"4673","white",6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5
"6451","white",6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,5
"5182","white",6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
"1812","white",7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
"1101","red",8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6
"3029","white",6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,5
"3250","white",7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
"3873","white",6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,5
"3333","white",8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6
"4456","white",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
"4847","white",7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6
"1889","white",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
"1205","red",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"6319","white",6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
"1188","red",7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6
"5014","white",8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
"294","red",6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6
"3346","white",7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5
"1184","red",6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5
"5391","white",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5
"1834","white",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"5675","white",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
"5275","white",5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6
"6186","white",5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
"3746","white",7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6
"1836","white",7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
"6105","white",6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
"2458","white",6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
"4201","white",6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
"480","red",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6
"3149","white",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
"4900","white",7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
"27","red",7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5
"5234","white",7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
"2280","white",6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5
"5084","white",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
"2505","white",8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4
"5069","white",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
"2021","white",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
"3597","white",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"3581","white",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"5251","white",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
"3242","white",7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7
"2501","white",8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
"1977","white",7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7
"3144","white",8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
"5404","white",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
"6351","white",7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6
"2339","white",6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6
"1499","red",6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
"5753","white",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5
"1536","red",7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
"2779","white",7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4,5
"2714","white",6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,4
"509","red",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6
"5975","white",6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6
"6288","white",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
"4019","white",6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5
"2492","white",5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4,5
"668","red",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6
"6318","white",5.2,0.24,0.15,7.1,0.043,32,134,0.99378,3.24,0.48,9.9,6
"4341","white",6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
"3872","white",6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6
"999","red",8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6
"581","red",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5
"4836","white",6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6
"1365","red",7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6
"1366","red",7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5
"2945","white",7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8
"5978","white",6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5
"3231","white",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
"6054","white",6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
"2017","white",6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5
"2731","white",6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,6
"1053","red",5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5
"5169","white",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
"3972","white",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,4
"2933","white",7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8
"5803","white",6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,5
"5223","white",6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
"152","red",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4
"4105","white",7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6
"665","red",12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5
"1103","red",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,6
"3001","white",6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6
"5446","white",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
"3992","white",6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7
"5043","white",6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
"837","red",6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
"4661","white",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
"2086","white",6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6
"5381","white",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6
"543","red",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5
"6497","white",6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6
"5328","white",6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
"1383","red",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
"6010","white",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,5
"5111","white",6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
"1149","red",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
"2080","white",6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5
"2639","white",7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5
"2685","white",7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
"1710","white",6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,6
"5406","white",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
"3876","white",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6
"1170","red",7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6
"3980","white",6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,4
"4972","white",5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
"3176","white",6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6
"1113","red",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
"6320","white",6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5
"4134","white",6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7
"1735","white",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5
"5820","white",6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,6
"3162","white",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7
"2531","white",6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5
"4984","white",6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
"1687","white",6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,6
"3286","white",7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5
"3145","white",7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6
"4081","white",6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6
"5424","white",7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7
"6437","white",6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6
"2438","white",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
"4191","white",6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7
"4416","white",7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5
"649","red",8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7
"4607","white",5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6,7
"830","red",5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6
"4614","white",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
"8","red",7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7
"370","red",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7
"1993","white",7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6
"4783","white",6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
"2580","white",6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6
"1517","red",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
"2555","white",7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5
"5193","white",5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
"3303","white",6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5
"5827","white",5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
"2598","white",8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6
"4921","white",6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6
"1799","white",6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,5
"2617","white",7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
"1971","white",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
"917","red",5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
"5274","white",6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5
"5007","white",6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
"4487","white",6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,5
"2767","white",7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6
"6394","white",6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,5
"4622","white",8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,5
"5474","white",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5
"2178","white",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
"1562","red",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1576","red",7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6
"3775","white",7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
"4389","white",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5
"2087","white",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
"2239","white",5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5
"827","red",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7
"3496","white",7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
"5746","white",7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7
"4908","white",6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
"2250","white",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"359","red",11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7
"6303","white",5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7
"5315","white",6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6
"1879","white",7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7
"5212","white",6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6
"3895","white",7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6
"930","red",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7
"5530","white",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6
"3174","white",8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4
"5414","white",7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5
"6025","white",6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
"2857","white",6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
"4658","white",6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
"3665","white",7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
"1026","red",8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6
"3851","white",7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,7
"6004","white",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
"965","red",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
"3923","white",7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
"568","red",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6
"3896","white",6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
"983","red",7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6
"1075","red",7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,5
"948","red",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7
"3977","white",7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,6
"3551","white",9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4
"866","red",7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5
"6079","white",6,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
"817","red",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6
"1481","red",5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
"3095","white",7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7
"4591","white",6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
"963","red",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5
"214","red",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5
"5331","white",7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6
"388","red",8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6
"3278","white",6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6
"2321","white",6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5
"3354","white",6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6
"3818","white",7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,6
"5431","white",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
"5204","white",7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6
"2487","white",6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
"615","red",9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6
"2282","white",5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
"3482","white",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"2974","white",6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
"4204","white",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
"621","red",8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5
"2431","white",7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4
"922","red",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6
"955","red",7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6
"1079","red",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
"5004","white",5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
"2018","white",7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6
"200","red",6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4
"4392","white",6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
"3531","white",7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3
"1331","red",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6
"2451","white",8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,5
"4881","white",6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
"5513","white",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6
"4552","white",6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5
"782","red",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
"2394","white",7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5
"5888","white",7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6
"3880","white",6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6
"4659","white",8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6
"4174","white",6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5
"2860","white",6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,6
"111","red",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5
"1239","red",8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
"4493","white",6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,7
"2426","white",6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
"1733","white",6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5
"5332","white",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
"6161","white",6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
"811","red",7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5
"4705","white",7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6
"2088","white",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6
"3300","white",6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6
"2084","white",6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5
"4824","white",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
"3421","white",7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
"5875","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"1986","white",5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7
"6411","white",7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6
